"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"DNK","Denmark","4_T073","Average proportion of time principals report spending on leadership tasks and meetings","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.81283349,,
"DNK","Denmark","5_T032","Teachers for whom content pedagogy and classroom practice in some or all subjects taught were included in their initial formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.82489723,,
"DNK","Denmark","5_T033","Teachers who did not take part in formal or informal induction activities at the current school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.5128999,,
"DNK","Denmark","5_T034","Novice teachers who have an assigned mentor at the current school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.1737018,,
"DNK","Denmark","6_T035","Principals for whom school administration or principal training programme or course elements were never included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.208724,,
"DNK","Denmark","6_T092","Principals for whom school administration or principal training programme or course were included in their formal education or training before taking up position as principal","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.3856091,,
"DNK","Denmark","6_T094","Principals for whom instructional leadership training or course were included in their formal education or training before taking up position as principal","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.1479688,,
"DNK","Denmark","7_T012","Teachers who undertook professional development in the last 12 months","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.77814549,,
"DNK","Denmark","7_T105","Teachers who participated in peer and/or self-observation and coaching as part of a formal school arrangement in the 12 months prior to the survey","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.1089399,,
"DNK","Denmark","7_T106","Teachers who participated in a network of teachers formed specifically for the professional development of teachers in the 12 months prior to the survey","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.3554134,,
"DNK","Denmark","7_T107","Teachers who feel professional development activities in the 12 months prior to the survey had a positive impact on their teaching practices","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0865449,,
"DNK","Denmark","8_T031","Principals who participated in at least one professional development activity in the 12 months prior to the survey","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2600797,,
"DNK","Denmark","8_T036","Principals who have never received any instructional leadership training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",3.0612888,,
"DNK","Denmark","9_T025","Teachers who believe they can help their students to value learning","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.48725587,,
"DNK","Denmark","9_T026","Teachers who believe they can help their students to think critically","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.8019408,,
"DNK","Denmark","10_T101","Teachers for whom teaching was their first choice as a career","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2292304,,
"DNK","Denmark","10_T102","Teachers who report that influencing the development of children and young people was of 'moderate importance' or 'high importance' in deciding to become a teacher","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.61386037,,
"DNK","Denmark","10_T103","Teachers who report that providing a contribution to society was of 'moderate importance' or 'high importance' in deciding to become a teacher","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.102334,,
"DNK","Denmark","11_T096","Teachers who 'agree' or 'strongly agree' that teachers and students usually get on well with each other","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.4194721,,
"DNK","Denmark","11_T097","Principals reporting that intimidation or bullying among students occurred at least weekly in their school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.8064659,,
"DNK","Denmark","12_T053","Teachers reporting a high level of need for professional development in student behaviour and classroom management","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.59073251,,
"DNK","Denmark","12_T054","Teachers who 'agree' or 'strongly agree' that they lose quite a lot of time because of students interrupting the lessons","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.1205794,,
"DNK","Denmark","12_T055","Teachers for whom 'student behaviour and classroom management' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2006565,,
"DNK","Denmark","12_T056","Teachers who felt 'well prepared' or 'very well prepared' for student behaviour and classroom management","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2186173,,
"DNK","Denmark","12_T058","Teachers who feel that they can control disruptive behaviour in the classroom","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.49303305,,
"DNK","Denmark","13_T013","Teachers reporting a high level of need for professional development in ICT skills for teaching","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.1527941,,
"DNK","Denmark","13_T013","Teachers reporting a high level of need for professional development in ICT skills for teaching","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.88946879,,
"DNK","Denmark","13_T037","Principals reporting shortage or inadequacy of digital technology for instruction","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.826582,,
"DNK","Denmark","13_T038","Teachers who 'frequently' or 'always' let students use ICT  for projects or class work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.91196954,,
"DNK","Denmark","13_T039","Teachers for whom the 'use of ICT for teaching' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.349401,,
"DNK","Denmark","13_T040","Teachers who felt 'well prepared' or 'very well prepared' for the use of ICT for teaching","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.1835916,,
"DNK","Denmark","14_T042","Teachers who feel they can cope with the challenges of a multicultural classroom 'quite a bit' or 'a lot' in teaching a culturally diverse class","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.071548,,
"DNK","Denmark","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.68493199,,
"DNK","Denmark","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.89461124,,
"DNK","Denmark","14_T044","Teachers teaching in classes with more than 10% of students whose first language is different from the language of instruction","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.3284276,,
"DNK","Denmark","14_T045","Teachers for whom 'teaching in a multicultural or multilingual setting' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2155509,,
"DNK","Denmark","14_T046","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0769513,,
"DNK","Denmark","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.3302583,,
"DNK","Denmark","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0478948,,
"DNK","Denmark","15_T048","Principals reporting a shortage of teachers with competence in teaching students with special needs","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.6584258,,
"DNK","Denmark","15_T049","Teachers teaching in classes with more than 10% of special needs students","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.6655281,,
"DNK","Denmark","15_T050","Teachers for whom the 'teaching in a mixed-ability setting' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.3179446,,
"DNK","Denmark","15_T051","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a mixed-ability setting","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.1808145,,
"DNK","Denmark","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.95053488,,
"DNK","Denmark","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.95483947,,
"DNK","Denmark","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.93221635,,
"DNK","Denmark","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.81780362,,
"DNK","Denmark","16_T166","Teachers who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.3408933,,
"DNK","Denmark","16_T167","Teachers who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.5709597,,
"DNK","Denmark","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2013","2013",4.5431466,,
"DNK","Denmark","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.9374499,,
"DNK","Denmark","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.1775169,,
"DNK","Denmark","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2769709,,
"DNK","Denmark","17_T185","Principals who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.9231768,,
"DNK","Denmark","17_T186","Principals who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.4356823,,
"DNK","Denmark","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.58577162,,
"DNK","Denmark","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.5067305,,
"DNK","Denmark","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.55431235,,
"DNK","Denmark","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.4620131,,
"DNK","Denmark","18_T170","Teachers who would like to change to another school if that were possible","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.0472373,,
"DNK","Denmark","18_T170","Teachers who would like to change to another school if that were possible","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.94173336,,
"DNK","Denmark","18_T171","Teachers who report experiencing  'a lot' of stress in their work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.91219312,,
"DNK","Denmark","18_T172","Teachers who report that too much administrative work is a source of stress 'quite a bit' or 'a lot'","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.5362743,,
"DNK","Denmark","18_T173","Teachers age 50 or less wanting to leave teaching within the next five years","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.6844532,,
"DNK","Denmark","19_T174","Teachers who 'agree' or 'strongly agree' that there is a collaborative school culture that is characterised by mutual support","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.6315166,,
"DNK","Denmark","19_T174","Teachers who 'agree' or 'strongly agree' that there is a collaborative school culture that is characterised by mutual support","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.3223312,,
"DNK","Denmark","19_T175","Teachers who report participating in collaborative professional learning in their school at least once a month","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.0587026,,
"DNK","Denmark","19_T175","Teachers who report participating in collaborative professional learning in their school at least once a month","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0253282,,
"DNK","Denmark","19_T177","Teachers who 'agree' or 'strongly agree' that they have control over determining course content","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.61942887,,
"DNK","Denmark","19_T179","Teachers who 'agree' or 'strongly agree' that their school provides staff with opportunities to actively participate in school decisions","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.7407311,,
"DNK","Denmark","19_T179","Teachers who 'agree' or 'strongly agree' that their school provides staff with opportunities to actively participate in school decisions","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.7384855,,
"DNK","Denmark","19_T187","Principals who report that teachers have significant responsibility for the majority of tasks concerning school policies, instruction and curriculum","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.3038015,,
"DNK","Denmark","19_T188","Teachers who report engaging in team-teaching at least once a month","PERCENTAGE","Percentage","SE","S.E.","2013","2013",2.1078734,,
"DNK","Denmark","19_T188","Teachers who report engaging in team-teaching at least once a month","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.9379338,,
"DNK","Denmark","20_T016","Teachers who report that the feedback they received in the 12 months prior to the survey had a positive impact on their teaching practice","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.541303,,
"DNK","Denmark","20_T176","Teachers who received feedback at some point, based on at least four different methods","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.555295,,
"DNK","Denmark","20_T180","Teachers whose principals report that their teachers are never formally appraised","PERCENTAGE","Percentage","SE","S.E.","2013","2013",3.0398519,,
"DNK","Denmark","20_T180","Teachers whose principals report that their teachers are never formally appraised","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.3842642,,
"DNK","Denmark","20_T189","Teachers who report that they have never received feedback in their school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.91853386,,
"DNK","Denmark","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.29931659,,
"DNK","Denmark","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.26308852,,
"DNK","Denmark","2_T005","Principals' average age","YEARS","Years","SE","S.E.","2018","2018",0.70866448,,
"DNK","Denmark","2_T006","Principals' average work experience as a principal","YEARS","Years","SE","S.E.","2018","2018",0.712515,,
"ENG","England (UK)","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",63.200001,,
"ENG","England (UK)","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",64.400002,,
"ENG","England (UK)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",20.1,,
"ENG","England (UK)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",18.5,,
"ENG","England (UK)","2_T004","Female principals","PERCENTAGE","Percentage","VAL","Value","2013","2013",38.099998,,
"ENG","England (UK)","2_T004","Female principals","PERCENTAGE","Percentage","VAL","Value","2018","2018",41.400002,,
"ENG","England (UK)","2_T030","Principals aged 60 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",2.8,,
"ENG","England (UK)","2_T030","Principals aged 60 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",5.5,,
"ENG","England (UK)","3_T022","Average proportion of class-time teachers report spending on administrative tasks such as marking attendance","PERCENTAGE","Percentage","VAL","Value","2018","2018",7.0999999,,
"ENG","England (UK)","3_T023","Average proportion of class-time teachers report spending on classroom management","PERCENTAGE","Percentage","VAL","Value","2018","2018",12.6,,
"ENG","England (UK)","3_T024","Average proportion of class-time teachers report spending on actual teaching and learning","PERCENTAGE","Percentage","VAL","Value","2013","2013",81.5,,
"ENG","England (UK)","3_T024","Average proportion of class-time teachers report spending on actual teaching and learning","PERCENTAGE","Percentage","VAL","Value","2018","2018",79.900002,,
"ENG","England (UK)","3_T078","Teachers who report to 'frequently' or 'always' present tasks for which there is no obvious solution","PERCENTAGE","Percentage","VAL","Value","2018","2018",33.599998,,
"ENG","England (UK)","3_T079","Teachers who report to 'frequently' or 'always' give tasks that require students to think critically","PERCENTAGE","Percentage","VAL","Value","2018","2018",67.5,,
"ENG","England (UK)","4_T072","Average proportion of time principals report spending on administrative tasks and meetings","PERCENTAGE","Percentage","VAL","Value","2018","2018",25.4,,
"ENG","England (UK)","4_T073","Average proportion of time principals report spending on leadership tasks and meetings","PERCENTAGE","Percentage","VAL","Value","2018","2018",27.200001,,
"ENG","England (UK)","5_T032","Teachers for whom content pedagogy and classroom practice in some or all subjects taught were included in their initial formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",86.300003,,
"ENG","England (UK)","5_T033","Teachers who did not take part in formal or informal induction activities at the current school","PERCENTAGE","Percentage","VAL","Value","2018","2018",22.6,,
"ENG","England (UK)","5_T034","Novice teachers who have an assigned mentor at the current school","PERCENTAGE","Percentage","VAL","Value","2018","2018",37.200001,,
"ENG","England (UK)","6_T035","Principals for whom school administration or principal training programme or course elements were never included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",23.299999,,
"ENG","England (UK)","6_T092","Principals for whom school administration or principal training programme or course were included in their formal education or training before taking up position as principal","PERCENTAGE","Percentage","VAL","Value","2018","2018",43.400002,,
"ENG","England (UK)","6_T094","Principals for whom instructional leadership training or course were included in their formal education or training before taking up position as principal","PERCENTAGE","Percentage","VAL","Value","2018","2018",37.900002,,
"ENG","England (UK)","7_T012","Teachers who undertook professional development in the last 12 months","PERCENTAGE","Percentage","VAL","Value","2018","2018",96.5,,
"ENG","England (UK)","7_T105","Teachers who participated in peer and/or self-observation and coaching as part of a formal school arrangement in the 12 months prior to the survey","PERCENTAGE","Percentage","VAL","Value","2018","2018",71.099998,,
"ENG","England (UK)","7_T106","Teachers who participated in a network of teachers formed specifically for the professional development of teachers in the 12 months prior to the survey","PERCENTAGE","Percentage","VAL","Value","2018","2018",44.799999,,
"ENG","England (UK)","7_T107","Teachers who feel professional development activities in the 12 months prior to the survey had a positive impact on their teaching practices","PERCENTAGE","Percentage","VAL","Value","2018","2018",82,,
"ENG","England (UK)","8_T031","Principals who participated in at least one professional development activity in the 12 months prior to the survey","PERCENTAGE","Percentage","VAL","Value","2018","2018",99.5,,
"ENG","England (UK)","8_T036","Principals who have never received any instructional leadership training","PERCENTAGE","Percentage","VAL","Value","2018","2018",38.400002,,
"ENG","England (UK)","9_T025","Teachers who believe they can help their students to value learning","PERCENTAGE","Percentage","VAL","Value","2018","2018",85,,
"ENG","England (UK)","9_T026","Teachers who believe they can help their students to think critically","PERCENTAGE","Percentage","VAL","Value","2018","2018",81.300003,,
"ENG","England (UK)","10_T101","Teachers for whom teaching was their first choice as a career","PERCENTAGE","Percentage","VAL","Value","2018","2018",58.700001,,
"ENG","England (UK)","10_T102","Teachers who report that influencing the development of children and young people was of 'moderate importance' or 'high importance' in deciding to become a teacher","PERCENTAGE","Percentage","VAL","Value","2018","2018",97.199997,,
"ENG","England (UK)","10_T103","Teachers who report that providing a contribution to society was of 'moderate importance' or 'high importance' in deciding to become a teacher","PERCENTAGE","Percentage","VAL","Value","2018","2018",92.5,,
"ENG","England (UK)","11_T096","Teachers who 'agree' or 'strongly agree' that teachers and students usually get on well with each other","PERCENTAGE","Percentage","VAL","Value","2018","2018",97,,
"ENG","England (UK)","11_T097","Principals reporting that intimidation or bullying among students occurred at least weekly in their school","PERCENTAGE","Percentage","VAL","Value","2018","2018",20.700001,,
"ENG","England (UK)","12_T053","Teachers reporting a high level of need for professional development in student behaviour and classroom management","PERCENTAGE","Percentage","VAL","Value","2018","2018",2.9000001,,
"ENG","England (UK)","12_T054","Teachers who 'agree' or 'strongly agree' that they lose quite a lot of time because of students interrupting the lessons","PERCENTAGE","Percentage","VAL","Value","2018","2018",27.4,,
"ENG","England (UK)","12_T055","Teachers for whom 'student behaviour and classroom management' was included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",93.5,,
"ENG","England (UK)","12_T056","Teachers who felt 'well prepared' or 'very well prepared' for student behaviour and classroom management","PERCENTAGE","Percentage","VAL","Value","2018","2018",68,,
"ENG","England (UK)","12_T058","Teachers who feel that they can control disruptive behaviour in the classroom","PERCENTAGE","Percentage","VAL","Value","2018","2018",86.5,,
"ENG","England (UK)","13_T013","Teachers reporting a high level of need for professional development in ICT skills for teaching","PERCENTAGE","Percentage","VAL","Value","2013","2013",7.6999998,,
"ENG","England (UK)","13_T013","Teachers reporting a high level of need for professional development in ICT skills for teaching","PERCENTAGE","Percentage","VAL","Value","2018","2018",5.3000002,,
"ENG","England (UK)","13_T037","Principals reporting shortage or inadequacy of digital technology for instruction","PERCENTAGE","Percentage","VAL","Value","2018","2018",14.5,,
"ENG","England (UK)","13_T038","Teachers who 'frequently' or 'always' let students use ICT  for projects or class work","PERCENTAGE","Percentage","VAL","Value","2018","2018",41.299999,,
"ENG","England (UK)","13_T039","Teachers for whom the 'use of ICT for teaching' was included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",74.699997,,
"ENG","England (UK)","13_T040","Teachers who felt 'well prepared' or 'very well prepared' for the use of ICT for teaching","PERCENTAGE","Percentage","VAL","Value","2018","2018",50.700001,,
"ENG","England (UK)","14_T042","Teachers who feel they can cope with the challenges of a multicultural classroom 'quite a bit' or 'a lot' in teaching a culturally diverse class","PERCENTAGE","Percentage","VAL","Value","2018","2018",71.900002,,
"ENG","England (UK)","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","VAL","Value","2013","2013",6.9000001,,
"ENG","England (UK)","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","VAL","Value","2018","2018",4.9000001,,
"ENG","England (UK)","14_T044","Teachers teaching in classes with more than 10% of students whose first language is different from the language of instruction","PERCENTAGE","Percentage","VAL","Value","2018","2018",27,,
"ENG","England (UK)","14_T045","Teachers for whom 'teaching in a multicultural or multilingual setting' was included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",68.300003,,
"ENG","England (UK)","14_T046","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","VAL","Value","2018","2018",42.700001,,
"ENG","England (UK)","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","VAL","Value","2013","2013",6.4000001,,
"ENG","England (UK)","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","VAL","Value","2018","2018",5.9000001,,
"ENG","England (UK)","15_T048","Principals reporting a shortage of teachers with competence in teaching students with special needs","PERCENTAGE","Percentage","VAL","Value","2018","2018",23.1,,
"ENG","England (UK)","15_T049","Teachers teaching in classes with more than 10% of special needs students","PERCENTAGE","Percentage","VAL","Value","2018","2018",40.799999,,
"ENG","England (UK)","15_T050","Teachers for whom the 'teaching in a mixed-ability setting' was included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",89.900002,,
"ENG","England (UK)","15_T051","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a mixed-ability setting","PERCENTAGE","Percentage","VAL","Value","2018","2018",68.800003,,
"ENG","England (UK)","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2013","2013",35.400002,,
"ENG","England (UK)","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2018","2018",28.799999,,
"ENG","England (UK)","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2013","2013",81.800003,,
"ENG","England (UK)","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2018","2018",77.5,,
"ENG","England (UK)","16_T166","Teachers who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","VAL","Value","2018","2018",54.099998,,
"ENG","England (UK)","16_T167","Teachers who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","VAL","Value","2018","2018",66.400002,,
"ENG","England (UK)","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2013","2013",60.299999,,
"ENG","England (UK)","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2018","2018",43.099998,,
"ENG","England (UK)","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2013","2013",94.199997,,
"ENG","England (UK)","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2018","2018",93.400002,,
"ENG","England (UK)","17_T185","Principals who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","VAL","Value","2018","2018",80.900002,,
"ENG","England (UK)","17_T186","Principals who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","VAL","Value","2018","2018",81.699997,,
"ENG","England (UK)","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","VAL","Value","2013","2013",93.599998,,
"ENG","England (UK)","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","VAL","Value","2018","2018",94.400002,,
"ENG","England (UK)","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","VAL","Value","2013","2013",4.5999999,,
"ENG","England (UK)","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","VAL","Value","2018","2018",3.3,,
"ENG","England (UK)","18_T170","Teachers who would like to change to another school if that were possible","PERCENTAGE","Percentage","VAL","Value","2013","2013",31,,
"ENG","England (UK)","18_T170","Teachers who would like to change to another school if that were possible","PERCENTAGE","Percentage","VAL","Value","2018","2018",22.9,,
"ENG","England (UK)","18_T171","Teachers who report experiencing  'a lot' of stress in their work","PERCENTAGE","Percentage","VAL","Value","2018","2018",38.200001,,
"ENG","England (UK)","18_T172","Teachers who report that too much administrative work is a source of stress 'quite a bit' or 'a lot'","PERCENTAGE","Percentage","VAL","Value","2018","2018",65.300003,,
"ENG","England (UK)","18_T173","Teachers age 50 or less wanting to leave teaching within the next five years","PERCENTAGE","Percentage","VAL","Value","2018","2018",22.4,,
"ENG","England (UK)","19_T174","Teachers who 'agree' or 'strongly agree' that there is a collaborative school culture that is characterised by mutual support","PERCENTAGE","Percentage","VAL","Value","2013","2013",65.5,,
"ENG","England (UK)","19_T174","Teachers who 'agree' or 'strongly agree' that there is a collaborative school culture that is characterised by mutual support","PERCENTAGE","Percentage","VAL","Value","2018","2018",74.099998,,
"ENG","England (UK)","19_T175","Teachers who report participating in collaborative professional learning in their school at least once a month","PERCENTAGE","Percentage","VAL","Value","2013","2013",28.700001,,
"ENG","England (UK)","19_T175","Teachers who report participating in collaborative professional learning in their school at least once a month","PERCENTAGE","Percentage","VAL","Value","2018","2018",25.5,,
"ENG","England (UK)","19_T177","Teachers who 'agree' or 'strongly agree' that they have control over determining course content","PERCENTAGE","Percentage","VAL","Value","2018","2018",62.200001,,
"ENG","England (UK)","19_T179","Teachers who 'agree' or 'strongly agree' that their school provides staff with opportunities to actively participate in school decisions","PERCENTAGE","Percentage","VAL","Value","2013","2013",57.200001,,
"ENG","England (UK)","19_T179","Teachers who 'agree' or 'strongly agree' that their school provides staff with opportunities to actively participate in school decisions","PERCENTAGE","Percentage","VAL","Value","2018","2018",62.5,,
"ENG","England (UK)","19_T187","Principals who report that teachers have significant responsibility for the majority of tasks concerning school policies, instruction and curriculum","PERCENTAGE","Percentage","VAL","Value","2018","2018",46.799999,,
"ENG","England (UK)","19_T188","Teachers who report engaging in team-teaching at least once a month","PERCENTAGE","Percentage","VAL","Value","2013","2013",17.799999,,
"ENG","England (UK)","19_T188","Teachers who report engaging in team-teaching at least once a month","PERCENTAGE","Percentage","VAL","Value","2018","2018",13.5,,
"ENG","England (UK)","20_T016","Teachers who report that the feedback they received in the 12 months prior to the survey had a positive impact on their teaching practice","PERCENTAGE","Percentage","VAL","Value","2018","2018",74.5,,
"ENG","England (UK)","20_T176","Teachers who received feedback at some point, based on at least four different methods","PERCENTAGE","Percentage","VAL","Value","2018","2018",64.099998,,
"ENG","England (UK)","20_T180","Teachers whose principals report that their teachers are never formally appraised","PERCENTAGE","Percentage","VAL","Value","2013","2013",0,,
"ENG","England (UK)","20_T180","Teachers whose principals report that their teachers are never formally appraised","PERCENTAGE","Percentage","VAL","Value","2018","2018",0,,
"ENG","England (UK)","20_T189","Teachers who report that they have never received feedback in their school","PERCENTAGE","Percentage","VAL","Value","2018","2018",0.40000001,,
"ENG","England (UK)","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",39.5,,
"ENG","England (UK)","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",13,,
"ENG","England (UK)","2_T005","Principals' average age","YEARS","Years","VAL","Value","2018","2018",50.299999,,
